2,550235,TK Curran,17.65,126.08
2,554691,AR Patel,20.27,131.71
2,537124,Gurkeerat Singh,20.9,123.12
2,325012,MP Stoinis,21.06,119.84
2,228943,S Sohal,18.96,116.03
2,459508,AJ Tye,11.22,117.44
2,433410,BA Bhatt,10.71,122.95
2,35281,VRV Singh,13,125.8
2,537126,BB Sran,14,119.14
2,30750,VVS Laxman,22.31,114.71
2,27685,B Chipli,21.57,117.35
2,27225,SB Bangar,15.24,124.5
2,389605,A Ashish Reddy,13.95,128.72
2,51050,DNT Zoysa,20.3,118.02
2,272949,DP Vijaykumar,6,120
2,28846,RV Gomez,22.64,130.06
2,28830,Y Gnaneswara Rao,22.57,123.98
2,32211,P Prasanth,17.55,132.21
2,37749,NL McCullum,16.51,125.91
2,53191,JE Taylor,10.36,117.52
2,279862,SS Mundhe,10.05,119.07
2,334337,PSP Handscomb,21.81,113.49
2,430125,BB Samantray,19.46,113.56
2,694209,Monu Kumar,3,120
2,502714,Mitchell Santner,20.3,128.21
2,447587,Jayant Yadav,16.8,113.51
2,19264,Liam Plunkett,15.38,132.98
2,736413,Sayan Ghosh,14.5,116
2,679567,Ben Dwarshuis,18.28,117.43
2,34155,Pardeep Sahu,19.14,113.55
2,723105,Rinku Singh,17.56,129.48
2,450860,Adam Milne,18.33,120.43
2,34349,Jatin Saxena,12.07,126.61
2,450860,AF Milne,18.33,120.43
2,447587,J Yadav,16.8,113.51
2,307448,VS Yeligati,6,120
2,35401,TM Srivastava,22.1,114.13
2,32389,DT Patil,18.23,113.94
2,30235,U Kaul,13,130
2,56007,Mashrafe Mortaza,13.55,132.16
2,47693,JJ van der Wath,16.57,127.51
2,230193,MS Wade,22.4,123.97
2,6903,CJ McKay,11.5,115.44
2,49700,BMAJ Mendis,21.42,119.67
2,376169,MG Neser,17.05,114.62
2,34155,P Sahu,19.14,113.55
2,232292,Swapnil Singh,21.43,127.98
3,290629,P Amarnath,1,33.33
3,1083030,KM Asif,0,0
3,6565,GD McGrath,3,50
3,330902,Mustafizur Rahman,3.44,46.26
3,431213,P Suyal,0,0
3,917159,M Prasidh Krishna,0,20
3,30719,D Kalyankrishna,2,50
3,528967,V Pratap Singh,0.5,33.33
3,317709,Shoaib Ahmed,0.5,16.66
3,327127,PM Sarvesh Kumar,0,50
3,917213,S Kaushik,0,0
3,853259,NB Singh,0.5,20
3,317292,S Ladda,2.5,41.66
3,1082859,Tejas Baroka,0,0
3,694211,Avesh Khan,0,0
3,1131619,Sudhesan Midhun,1,33.33
3,802575,T Natarajan,2,40
3,34402,SS Sarkar,0,0
3,279460,RA Shaikh,0,0
3,26236,L Ablish,0,50
3,12440,ND Doshi,2,29.41
3,353669,R Ninan,3,50
3,422847,Harmeet Singh (2),0,0
4,33335,SK Raina,33.59,139.25
4,28081,MS Dhoni,38.44,136.18
4,5616,ML Hayden,36.26,136.91
4,37737,BB McCullum,30.25,137.21
4,46248,JA Morkel,26.25,138.02
4,8180,SR Watson,29.82,139.61
4,5766,DJ Hussey,30.03,133.2
4,290716,KM Jadhav,23.77,136.28
4,38407,SB Styris,25.76,134.58
4,219889,DA Warner,35.21,142.4
4,30045,KD Karthik,27.17,132.19
4,379143,Q de Kock,31.68,133.91
4,49289,DPMD Jayawardene,29.29,132.02
4,19296,KP Pietersen,33.89,136.89
4,44936,AB de Villiers,35.36,147.91
4,398439,KK Nair,24.94,131.03
4,398438,MA Agarwal,23.4,130.79
4,38699,LRPL Taylor,31.48,133.06
4,7547,BJ Rohrer,26.2,133.09
4,277662,CJ Anderson,27.79,142.94
4,5334,AJ Finch,36.44,143.74
4,47850,RE van der Merwe,21.74,132.06
4,32498,YK Pathan,27.64,142.57
4,5674,BJ Hodge,36.84,131.28
4,308967,JC Buttler,29.79,144.54
4,16406,MJ Lumb,24.01,137.91
4,446763,RA Tripathi,23.97,132.56
4,311158,BA Stokes,24.81,135.75
4,41028,Kamran Akmal,27.15,132.41
4,308798,DJM Short,35.42,137.76
4,436757,H Klaasen,33.52,144.12
4,34102,RG Sharma,32.76,133.59
4,625371,HH Pandya,26.23,131.86
4,446507,SA Yadav,26.6,134.9
4,604527,N Rana,27.31,135.63
4,431901,E Lewis,30.72,144.27
4,333904,AP Tare,26.8,131.95
4,35582,RV Uthappa,28.77,134.56
4,4498,AC Blizzard,24.61,132.57
4,7702,A Symonds,32.43,147.35
4,46148,RE Levi,28.64,144.81
4,30220,MA Khote,29.4,137.38
4,253802,V Kohli,40.75,133.33
4,51880,CH Gayle,40.3,148.29
4,422108,KL Rahul,38.84,139.5
4,530011,TM Head,31.72,136.86
4,8917,MM Ali,23.69,134.88
4,247235,CR Woakes,24.33,136.1
4,326637,CA Lynn,32.94,144.1
4,47660,RN ten Doeschate,29.29,134.87
4,328163,DB Das,27.69,130.9
4,1070173,Shubman Gill,33.83,146.04
4,321777,DA Miller,36.15,139.01
4,5390,AC Gilchrist,27.03,140.28
4,39024,Azhar Mahmood,25.56,135.32
4,35928,Bipul Sharma,21.24,137.38
4,4864,DT Christian,23.28,137.72
4,31028,MD Mishra,20.43,133.18
4,23460,LJ Wright,28.45,144.09
4,249866,AD Hales,29.06,142.29
4,232359,Colin Munro,30.47,146.9
4,1080203,Manzoor Dar,30.83,145.66
4,322810,Cameron Delport,25.58,137
4,422104,Pavan Deshpande,67.2,145.45
4,420644,Aniruddha Joshi,32.5,146.89
4,792725,Tanmay Agarwal,26.14,132.45
4,732293,Vishnu Vinod,27.05,142.41
4,5472,B Geeves,22.16,135.71
4,45705,CA Ingram,30.86,139.25
4,300631,MDKJ Perera,24.13,132.99
4,333780,NJ Maddinson,23.69,131.17
4,355269,JDS Neesham,25.71,137.83
4,318845,RR Rossouw,26.16,131.07
4,232359,C Munro,30.47,146.9
4,44410,F Behardien,36.89,134.26
5,5939,MEK Hussey,37.45,124.9
5,237095,M Vijay,25.43,121.55
5,26806,S Badrinath,28.75,112.74
5,44828,F du Plessis,27.45,124.67
5,51439,DJ Bravo,24.72,127.18
5,53118,DR Smith,26.63,127.61
5,33141,AT Rayudu,26.46,125.96
5,37000,SP Fleming,23.14,121.91
5,26798,S Anirudha,26.12,124.52
5,279810,WP Saha,24.27,130.21
5,297628,SW Billings,23.21,130.17
5,4451,GJ Bailey,28.27,129.21
5,45797,JM Kemp,28.45,124.44
5,590327,DR Shorey,29.76,123.64
5,642519,SS Iyer,28.73,128.65
5,28763,G Gambhir,28.96,120.58
5,44932,JP Duminy,37.73,121.8
5,425943,SV Samson,26.88,124.37
5,48472,TM Dilshan,27.04,122.82
5,35805,Y Venugopal Rao,23.55,121.71
5,35565,MK Tiwary,29.95,116.91
5,28235,S Dhawan,31.71,122.66
5,36084,Yuvraj Singh,25.88,129.01
5,477021,V Shankar,27.26,126.23
5,49764,AD Mathews,25.63,120.48
5,390480,MC Juneja,29.65,127.38
5,35390,SS Tiwary,29.34,121.62
5,6553,AB McDonald,31.69,124.41
5,277916,AM Rahane,30.24,118.52
5,28114,R Dravid,27.51,113.87
5,47270,GC Smith,29.86,123.08
5,26782,SA Asnodkar,24.27,124.19
5,267192,SPD Smith,29.81,125.48
5,20123,OA Shah,32.79,125.03
5,8119,AC Voges,31.02,126.88
5,32240,NK Patel,34.17,119.02
5,28160,P Dogra,25.44,110.27
5,4541,LA Carseldine,31.36,125.21
5,33440,M Rawat,33.91,122.65
5,35320,SR Tendulkar,32.9,121.08
5,53116,LMP Simmons,29.11,115.82
5,37004,JEC Franklin,27.49,124.73
5,720471,Ishan Kishan,22.96,129.22
5,45782,DJ Jacobs,25.86,117.56
5,34281,TL Suman,24.53,125.69
5,35357,YV Takawale,29.21,109.44
5,45224,HH Gibbs,25.29,123.14
5,226492,MJ Guptill,32.62,128.21
5,290727,R Dhawan,31,114.15
5,45789,JH Kallis,30.88,112.45
5,398506,Mandeep Singh,25.99,125.03
5,290630,MK Pandey,28.31,118.98
5,44111,MV Boucher,28.12,115.41
5,8291,CL White,31.73,127.09
5,5961,MC Henriques,26.82,125.88
5,29646,W Jaffer,28,129.14
5,41378,Misbah-ul-Haq,32.99,116.31
5,24598,EJG Morgan,25.78,127.84
5,42683,Salman Butt,37.31,114.55
5,47711,MN van Wyk,31.55,124.92
5,41434,Mohammad Hafeez,24.61,122.35
5,279554,IR Jaggi,35.69,121.63
5,6683,SE Marsh,39.22,128.62
5,532856,M Vohra,26.07,127.36
5,50710,KC Sangakkara,29.27,126.45
5,43906,HM Amla,33.23,128.82
5,35630,PC Valthaty,23.57,126.5
5,10582,RS Bopara,27.23,120.3
5,232284,LA Pomersbach,26.12,129.8
5,6128,SM Katich,30.28,126.61
5,237701,DB Ravi Teja,24.06,110.77
5,5583,DJ Harris,29.77,127.43
5,376109,PA Reddy,24.12,124.58
