5,51,25.86,4,40.75,133.33,4,27.17,132.19,7,0
4,109,28,4,40.75,133.33,4,27.17,132.19,7,0
4,135,31.42,4,40.75,133.33,4,27.17,132.19,9,0
5,79,22.97,4,40.75,133.33,4,27.17,132.19,6,0
4,135,31.42,4,40.75,133.33,4,27.17,132.19,2,0
5,79,22.97,4,40.75,133.33,4,40.75,133.33,13,0
4,109,28,4,40.75,133.33,4,27.17,132.19,7,0
1,447,24.53,4,40.75,133.33,4,27.17,132.19,3,1
7,162,22.54,6,19.69,144.26,4,27.17,132.19,3,1
1,447,24.53,6,19.69,144.26,6,20.92,145.56,9,0
7,162,22.54,6,13.06,145.18,6,19.69,144.26,2,2
1,447,24.53,7,8.26,87.32,6,20.92,145.56,5,0
4,109,28,7,8.26,87.32,6,20.92,145.56,7,1
4,109,23.57,5,26.88,124.37,5,26.88,124.37,8,0
4,109,28,5,23.21,130.17,5,23.21,130.17,9,0
4,109,23.57,5,23.21,130.17,5,23.21,130.17,5,0
4,92,27.56,5,23.21,130.17,5,26.88,124.37,5,0
5,64,29.95,5,23.21,130.17,5,26.88,124.37,13,0
4,109,28,5,23.21,130.17,5,26.88,124.37,8,0
0,15,33.53,5,23.21,130.17,5,26.88,124.37,5,1
5,64,29.95,5,23.21,130.17,5,28.73,128.65,6,1
0,15,33.53,5,23.21,130.17,5,28.73,128.65,7,0
5,64,29.95,5,23.21,130.17,5,28.73,128.65,12,0
4,92,27.56,5,23.21,130.17,5,28.73,128.65,6,0
4,109,28,5,23.21,130.17,5,28.73,128.65,7,1
4,92,27.56,0,35.25,164.35,5,23.21,130.17,6,1
5,74,31.31,4,27.79,142.94,0,35.25,164.35,7,0
0,15,33.53,4,27.79,142.94,0,35.25,164.35,10,0
5,64,29.95,0,35.25,164.35,4,27.79,142.94,9,1
4,109,28,4,27.79,142.94,6,25.44,154.71,11,0
4,109,23.57,4,27.79,142.94,6,25.44,154.71,9,1
4,92,27.56,4,27.79,142.94,2,13.31,122.59,16,0
4,109,23.57,4,27.79,142.94,2,13.31,122.59,19,0
4,139,27.35,5,26.07,127.36,5,33.23,128.82,2,0
5,89,29.12,5,26.07,127.36,5,33.23,128.82,4,1
4,139,27.35,5,33.23,128.82,5,24.27,130.21,11,0
5,89,29.12,5,25.78,127.84,5,33.23,128.82,9,1
7,182,22.18,4,36.15,139.01,5,25.78,127.84,7,1
5,81,25.32,4,36.15,139.01,5,25.78,127.84,7,0
7,182,22.18,4,36.15,139.01,5,25.78,127.84,6,0
5,81,25.32,4,36.15,139.01,5,25.78,127.84,1,0
7,228,21.79,4,36.15,139.01,5,25.78,127.84,4,0
5,81,25.32,4,36.15,139.01,5,25.78,127.84,11,1
7,228,21.79,4,36.15,139.01,2,20.27,131.71,8,1
2,32,36.96,4,36.15,139.01,2,20.27,131.71,9,0
7,228,21.79,4,36.15,139.01,2,20.27,131.71,4,0
2,32,36.96,4,36.15,139.01,2,20.27,131.71,5,1
4,139,27.35,1,8.35,105.18,2,20.27,131.71,13,0
2,32,36.96,1,8.35,105.18,2,20.27,131.71,9,0
4,139,27.35,1,8.35,105.18,2,20.27,131.71,12,0
7,182,22.18,1,8.35,105.18,2,20.27,131.71,6,0
5,81,25.32,7,7,80.76,1,8.35,105.18,4,1
5,52,31.86,5,25.43,121.55,4,36.26,136.91,5,0
5,81,21.54,5,25.43,121.55,4,36.26,136.91,5,1
4,146,24.91,5,25.43,121.55,5,25.43,121.55,13,0
5,81,21.54,4,33.59,139.25,5,25.43,121.55,2,1
5,52,31.86,4,38.44,136.18,4,33.59,139.25,1,1
4,146,24.91,4,38.44,136.18,5,28.75,112.74,7,0
7,156,22.38,4,38.44,136.18,5,28.75,112.74,4,0
2,27,28.62,4,38.44,136.18,5,28.75,112.74,6,0
7,156,22.38,4,38.44,136.18,5,28.75,112.74,5,0
2,27,28.62,4,38.44,136.18,5,28.75,112.74,7,0
7,156,22.38,4,38.44,136.18,5,28.75,112.74,8,0
4,146,24.91,4,38.44,136.18,5,28.75,112.74,4,0
5,52,31.86,4,38.44,136.18,5,28.75,112.74,5,0
2,27,28.62,4,38.44,136.18,4,26.25,138.02,6,1
7,156,22.38,4,26.25,138.02,5,28.75,112.74,10,1
5,52,31.86,5,28.75,112.74,5,26.12,124.52,6,0
5,81,21.54,5,28.75,112.74,5,26.12,124.52,8,0
2,27,28.62,5,28.75,112.74,5,26.12,124.52,3,0
4,146,24.91,2,13.97,114.64,5,26.12,124.52,8,1
5,81,21.54,2,13.97,114.64,5,26.12,124.52,13,1
7,210,24.34,4,27.03,140.28,4,27.03,140.28,1,0
4,139,25.47,5,25.29,123.14,4,27.03,140.28,0,0
7,210,24.34,5,25.29,123.14,4,27.03,140.28,8,0
4,139,25.47,5,25.29,123.14,4,27.03,140.28,7,0
7,210,24.34,5,25.29,123.14,4,27.03,140.28,2,0
4,139,25.47,5,24.53,125.69,4,32.76,133.59,4,2
7,179,22.03,5,25.29,123.14,4,32.76,133.59,6,0
1,245,25.49,5,25.29,123.14,4,32.76,133.59,7,1
7,179,22.03,5,25.29,123.14,4,32.43,147.35,3,0
1,245,25.49,5,25.29,123.14,4,32.43,147.35,3,0
5,73,31.23,4,20.43,133.18,5,25.29,123.14,6,1
1,245,25.49,4,20.43,133.18,4,32.43,147.35,5,0
5,73,31.23,4,20.43,133.18,4,32.43,147.35,3,1
7,179,22.03,4,32.43,147.35,5,27.66,122.66,6,0
5,73,31.23,4,32.43,147.35,5,27.66,122.66,12,0
7,210,24.34,1,10.86,103.46,4,32.43,147.35,3,1
5,73,31.23,1,10.86,103.46,5,27.66,122.66,17,0
4,139,25.47,1,10.86,103.46,5,27.66,122.66,2,2
7,179,22.03,7,4.16,69.44,1,4.4,110,1,1
7,212,21.91,1,25.48,105.18,6,26.89,147.83,2,0
7,158,23.25,1,25.48,105.18,6,26.89,147.83,1,0
7,169,25.9,1,25.48,105.18,6,26.89,147.83,16,0
7,158,23.25,1,25.48,105.18,6,26.89,147.83,7,0
7,212,21.91,1,25.48,105.18,1,25.48,105.18,12,0
4,101,24.58,1,25.48,105.18,6,26.89,147.83,4,0
7,228,21.79,1,25.48,105.18,6,26.89,147.83,9,1
4,101,24.58,1,25.48,105.18,6,25.16,155.55,3,0
7,228,21.79,1,25.48,105.18,6,25.16,155.55,5,0
4,101,24.58,1,25.48,105.18,6,25.16,155.55,14,0
7,157,28.45,1,25.48,105.18,6,25.16,155.55,9,1
7,169,25.9,4,36.15,139.01,6,25.16,155.55,12,0
7,228,21.79,4,36.15,139.01,6,25.16,155.55,25,0
4,101,24.58,4,36.15,139.01,6,25.16,155.55,15,0
7,157,28.45,4,36.15,139.01,6,25.16,155.55,12,0
7,158,23.25,4,36.15,139.01,6,25.16,155.55,3,1
7,212,21.91,5,28.27,129.21,6,25.16,155.55,7,0
7,228,21.79,5,28.27,129.21,6,25.16,155.55,16,1
7,212,21.91,1,12.8,105.26,5,28.27,129.21,4,0
7,158,23.25,1,12.8,105.26,5,28.27,129.21,8,2
4,109,23.57,5,31.71,122.66,4,36.44,143.74,10,0
4,123,25.78,4,36.44,143.74,5,31.71,122.66,5,1
4,109,23.57,4,35.21,142.4,4,35.21,142.4,6,0
4,123,25.78,4,35.21,142.4,4,36.44,143.74,7,0
4,126,22.19,4,35.21,142.4,5,23.55,121.71,1,2
5,54,32.94,5,23.55,121.71,4,38.84,139.5,12,0
4,109,23.57,5,23.55,121.71,4,38.84,139.5,4,1
4,92,27.56,2,22.8,124.65,4,38.84,139.5,3,0
5,54,32.94,2,22.8,124.65,4,38.84,139.5,9,0
5,74,31.31,2,22.8,124.65,4,38.84,139.5,10,0
4,92,27.56,6,20.89,141.31,2,22.8,124.65,5,1
4,126,22.19,6,20.89,141.31,4,38.84,139.5,5,0
4,92,27.56,6,20.89,141.31,4,38.84,139.5,8,0
4,126,22.19,6,20.89,141.31,2,19.62,123.02,2,1
4,92,27.56,1,8.33,110.88,2,19.62,123.02,4,1
4,123,25.78,1,8.33,110.88,2,19.62,123.02,9,0
4,109,23.57,1,8.33,110.88,2,19.62,123.02,5,0
4,123,25.78,1,8.33,110.88,1,13.86,97.43,3,1
4,126,22.19,1,8.33,110.88,1,8.85,98.76,4,1
7,169,25.9,5,37.45,124.9,5,25.43,121.55,4,0
4,94,23.68,5,37.45,124.9,5,25.43,121.55,4,0
7,162,22.54,5,37.45,124.9,5,25.43,121.55,2,0
7,169,25.9,5,37.45,124.9,5,25.43,121.55,8,0
4,137,27,5,37.45,124.9,5,25.43,121.55,10,0
7,155,28.41,5,37.45,124.9,5,25.43,121.55,17,0
4,94,23.68,5,37.45,124.9,5,25.43,121.55,9,0
7,162,22.54,5,37.45,124.9,4,33.59,139.25,2,1
7,155,28.41,5,37.45,124.9,4,33.59,139.25,5,0
4,137,27,5,37.45,124.9,4,33.59,139.25,2,1
7,174,25.58,4,38.44,136.18,4,33.59,139.25,6,1
7,169,25.9,4,38.44,136.18,2,21.68,122.96,11,0
7,174,25.58,4,38.44,136.18,2,21.68,122.96,4,0
4,94,23.68,4,38.44,136.18,2,21.68,122.96,8,0
7,174,25.58,4,38.44,136.18,2,21.68,122.96,8,0
7,162,22.54,4,38.44,136.18,2,21.68,122.96,15,0
4,137,27,4,38.44,136.18,2,21.68,122.96,6,1
4,94,23.68,4,38.44,136.18,5,24.72,127.18,11,0
7,162,22.54,4,38.44,136.18,5,24.72,127.18,18,0
4,137,27,4,38.44,136.18,5,24.72,127.18,8,0
4,109,28,2,21.72,114.91,6,26.89,147.83,5,1
5,61,34.93,2,19.41,113.15,2,19.41,113.15,6,0
4,109,28,2,21.72,114.91,2,19.41,113.15,5,0
5,61,34.93,2,21.72,114.91,2,19.41,113.15,11,0
4,109,28,2,21.72,114.91,4,35.21,142.4,6,1
5,61,34.93,4,35.21,142.4,2,19.41,113.15,15,0
7,210,24.34,4,23.77,136.28,4,35.21,142.4,1,1
1,245,25.49,4,23.77,136.28,4,35.21,142.4,5,1
7,210,24.34,4,26.2,133.09,4,35.21,142.4,4,0
1,245,25.49,4,26.2,133.09,4,21.74,132.06,4,1
1,447,24.53,4,21.74,132.06,4,35.21,142.4,4,0
1,245,25.49,4,21.74,132.06,4,35.21,142.4,10,0
7,210,24.34,4,21.74,132.06,4,35.21,142.4,7,0
5,61,34.93,4,21.74,132.06,4,35.21,142.4,7,0
7,210,24.34,4,21.74,132.06,4,35.21,142.4,6,1
1,447,24.53,2,22.8,124.65,4,35.21,142.4,7,0
1,245,25.49,1,8.12,108.33,2,22.8,124.65,10,1
1,447,24.53,1,8.12,108.33,7,5.3,67.64,3,2
4,109,28,1,8.12,108.33,7,7.33,86.84,5,0
4,109,23.57,5,30.24,118.52,4,29.82,139.61,5,0
5,51,30.15,5,30.24,118.52,4,29.82,139.61,8,0
4,109,23.57,5,30.24,118.52,4,29.82,139.61,7,0
4,123,25.78,5,30.24,118.52,5,30.24,118.52,9,0
4,109,23.57,5,30.24,118.52,4,29.82,139.61,1,0
4,123,25.78,5,30.24,118.52,4,29.82,139.61,9,0
4,92,27.56,5,30.24,118.52,4,29.82,139.61,5,0
5,51,30.15,5,30.24,118.52,4,29.82,139.61,8,0
0,9,23.88,5,30.24,118.52,4,29.82,139.61,19,0
4,92,27.56,5,30.24,118.52,4,29.82,139.61,12,0
4,123,25.78,5,30.24,118.52,4,29.82,139.61,4,0
4,92,27.56,5,30.24,118.52,4,29.82,139.61,5,1
5,74,31.31,5,30.24,118.52,6,21.23,140.04,15,0
5,51,30.15,5,30.24,118.52,6,21.23,140.04,9,0
0,9,23.88,5,30.24,118.52,6,21.23,140.04,13,1
4,92,27.56,5,30.24,118.52,4,24.94,131.03,6,1
0,9,23.88,5,30.24,118.52,4,24.94,131.03,12,0
4,123,25.78,5,30.24,118.52,2,22.01,122.56,9,1
4,109,23.57,2,19.04,124.74,4,24.94,131.03,9,1
5,51,30.15,2,19.04,124.74,5,26.88,124.37,16,1
7,182,22.18,5,25.43,121.55,5,25.43,121.55,2,0
5,61,25.72,5,25.43,121.55,6,26.89,147.83,1,1
7,196,23.6,5,25.43,121.55,5,39.22,128.62,9,0
5,61,25.72,5,25.43,121.55,5,39.22,128.62,12,0
5,67,22.82,5,25.43,121.55,5,39.22,128.62,8,0
7,182,22.18,5,25.43,121.55,5,39.22,128.62,7,0
2,19,24.57,5,39.22,128.62,6,25.16,155.55,7,1
5,67,22.82,5,39.22,128.62,6,25.16,155.55,6,0
2,19,24.57,4,36.15,139.01,5,39.22,128.62,7,1
0,10,49.6,4,36.15,139.01,5,39.22,128.62,6,0
2,19,24.57,5,39.22,128.62,5,39.22,128.62,17,0
7,196,23.6,4,36.15,139.01,5,39.22,128.62,2,0
7,215,27.1,4,36.15,139.01,5,39.22,128.62,13,0
0,10,49.6,4,36.15,139.01,5,39.22,128.62,14,0
5,67,22.82,4,36.15,139.01,5,39.22,128.62,6,1
7,196,23.6,4,36.15,139.01,5,24.27,130.21,17,0
7,182,22.18,4,36.15,139.01,5,24.27,130.21,14,1
0,10,49.6,4,36.15,139.01,2,20.27,131.71,15,1
7,182,22.18,1,12.8,105.26,2,20.27,131.71,10,0
7,196,23.6,1,12.8,105.26,2,20.27,131.71,13,0
5,87,26.55,5,33.23,128.82,5,39.22,128.62,8,0
7,199,25.1,5,33.23,128.82,5,39.22,128.62,7,0
5,87,26.55,5,33.23,128.82,5,39.22,128.62,10,0
7,219,26.22,5,33.23,128.82,5,39.22,128.62,6,0
1,353,18.96,5,33.23,128.82,5,39.22,128.62,7,0
7,199,25.1,5,33.23,128.82,5,39.22,128.62,7,1
5,52,24.69,5,33.23,128.82,5,24.27,130.21,6,0
7,219,26.22,5,33.23,128.82,5,24.27,130.21,6,0
5,52,24.69,5,33.23,128.82,5,24.27,130.21,4,0
7,150,22.65,5,33.23,128.82,5,24.27,130.21,6,0
5,52,24.69,5,33.23,128.82,5,24.27,130.21,10,1
1,353,18.96,5,33.23,128.82,6,25.16,155.55,11,0
5,52,24.69,5,33.23,128.82,6,25.16,155.55,7,0
7,150,22.65,5,33.23,128.82,6,25.16,155.55,11,0
7,199,25.1,5,33.23,128.82,6,25.16,155.55,27,0
1,353,18.96,5,33.23,128.82,6,25.16,155.55,21,0
7,150,22.65,5,33.23,128.82,2,21.06,119.84,3,1
7,199,25.1,5,33.23,128.82,2,21.06,119.84,4,1
7,150,22.65,5,33.23,128.82,2,20.27,131.71,8,0
1,353,18.96,5,33.23,128.82,2,20.27,131.71,17,0
4,109,23.57,4,29.79,144.54,2,22.87,122.43,9,0
5,88,36.23,4,29.79,144.54,2,22.87,122.43,9,0
4,109,23.57,4,29.79,144.54,2,22.87,122.43,13,0
5,88,36.23,4,29.79,144.54,2,22.87,122.43,17,0
4,109,28,4,29.79,144.54,2,22.87,122.43,17,0
2,43,29.55,4,29.79,144.54,4,27.31,135.63,13,1
4,92,27.56,4,29.79,144.54,4,27.31,135.63,4,0
2,43,29.55,4,29.79,144.54,4,27.31,135.63,14,0
4,92,27.56,4,29.79,144.54,4,27.31,135.63,15,0
2,35,23.6,4,29.79,144.54,4,27.31,135.63,6,0
5,88,36.23,4,29.79,144.54,4,27.31,135.63,11,0
2,35,23.6,4,29.79,144.54,4,27.31,135.63,16,0
4,109,23.57,4,29.79,144.54,4,27.31,135.63,15,0
4,109,28,4,26.23,131.86,4,29.79,144.54,3,1
5,88,36.23,4,26.23,131.86,4,27.31,135.63,21,0
1,245,25.49,5,26.63,127.61,5,26.63,127.61,12,0
4,110,22.63,4,33.59,139.25,5,26.63,127.61,8,1
2,32,20.9,5,26.63,127.61,5,26.63,127.61,6,0
4,110,22.63,4,33.59,139.25,5,26.63,127.61,1,1
2,32,20.9,5,27.45,124.67,5,26.63,127.61,11,0
1,245,25.49,5,27.45,124.67,5,26.63,127.61,9,0
1,272,20.76,5,27.45,124.67,5,26.63,127.61,6,0
7,228,21.79,5,27.45,124.67,5,26.63,127.61,6,0
1,272,20.76,5,27.45,124.67,5,26.63,127.61,7,1
7,228,21.79,5,27.45,124.67,2,21.68,122.96,4,0
5,73,30.23,5,27.45,124.67,2,21.68,122.96,5,0
7,228,21.79,5,27.45,124.67,2,21.68,122.96,8,0
5,73,30.23,5,27.45,124.67,4,38.44,136.18,9,1
1,245,25.49,4,38.44,136.18,2,21.68,122.96,6,0
1,272,20.76,4,38.44,136.18,2,21.68,122.96,5,0
7,228,21.79,4,38.44,136.18,5,24.72,127.18,3,1
2,32,20.9,4,38.44,136.18,5,24.72,127.18,1,1
4,110,22.63,4,38.44,136.18,2,13.97,114.64,4,0
1,272,20.76,4,38.44,136.18,2,13.97,114.64,9,0
4,110,22.63,4,38.44,136.18,1,8.35,105.18,16,1
7,162,22.54,4,23.4,130.79,4,23.4,130.79,4,0
4,109,28,4,23.4,130.79,1,17.03,108.95,9,0
7,162,22.54,4,26.25,138.02,4,23.4,130.79,7,2
4,109,28,4,26.25,138.02,5,28.73,128.65,12,0
7,162,22.54,5,28.73,128.65,4,26.25,138.02,6,1
4,109,28,4,26.25,138.02,4,23.77,136.28,1,0
5,51,25.86,4,26.25,138.02,4,26.25,138.02,7,0
7,210,24.34,4,26.25,138.02,4,23.77,136.28,4,0
5,51,25.86,4,26.25,138.02,4,23.77,136.28,7,0
7,210,24.34,4,26.25,138.02,4,23.77,136.28,9,0
